station,valid,tmpf,metar
EGLC,2026-04-22 21:50,50.00,EGLC 222150Z AUTO 08009KT 9999 NCD 10/03 Q1028
EGLC,2026-04-22 22:20,50.00,EGLC 222220Z AUTO 07010KT 9999 NCD 10/04 Q1028
EGLC,2026-04-22 22:50,48.20,EGLC 222250Z AUTO 08010KT 9999 NCD 09/05 Q1028
EGLC,2026-04-22 23:20,48.20,EGLC 222320Z AUTO 07012KT 9999 NCD 09/06 Q1028
EGLC,2026-04-22 23:50,48.20,EGLC 222350Z AUTO 08012KT 9999 NCD 09/06 Q1028
EGLC,2026-04-23 00:20,48.20,EGLC 230020Z AUTO 08011KT 9999 NCD 09/06 Q1029
EGLC,2026-04-23 00:50,46.40,EGLC 230050Z AUTO 07009KT 9999 NCD 08/06 Q1029
EGLC,2026-04-23 01:20,46.40,EGLC 230120Z AUTO 07007KT 030V090 9999 NCD 08/06 Q1029
EGLC,2026-04-23 01:50,46.40,EGLC 230150Z AUTO 04004KT 9999 NCD 08/06 Q1029
EGLC,2026-04-23 02:20,44.60,EGLC 230220Z AUTO 34003KT 300V360 9999 NCD 07/06 Q1029
EGLC,2026-04-23 02:50,44.60,EGLC 230250Z AUTO 35005KT 9999 NCD 07/05 Q1029
EGLC,2026-04-23 03:20,44.60,EGLC 230320Z AUTO 33003KT 9999 SCT008 07/05 Q1029
EGLC,2026-04-23 03:50,44.60,EGLC 230350Z AUTO 34003KT 9999 BKN007 07/05 Q1029
EGLC,2026-04-23 04:20,44.60,EGLC 230420Z AUTO 36004KT 320V080 9999 OVC007 07/05 Q1030
EGLC,2026-04-23 04:50,44.60,EGLC 230450Z AUTO 03004KT 350V080 9999 OVC007 07/05 Q1030
EGLC,2026-04-23 05:20,44.60,EGLC 230520Z AUTO 02003KT 320V060 9999 OVC006 07/05 Q1030
EGLC,2026-04-23 05:50,44.60,EGLC 230550Z AUTO 03004KT 350V070 9999 OVC006 07/06 Q1030
EGLC,2026-04-23 06:20,46.40,EGLC 230620Z AUTO 05005KT 010V080 9999 OVC006 08/07 Q1030
EGLC,2026-04-23 06:50,46.40,EGLC 230650Z AUTO 05006KT 020V110 9000 OVC006 08/07 Q1031
EGLC,2026-04-23 07:20,48.20,EGLC 230720Z AUTO 07007KT 030V100 9999 OVC007 09/07 Q1031
EGLC,2026-04-23 07:50,50.00,EGLC 230750Z AUTO 08010KT 9999 OVC009 10/07 Q1031
EGLC,2026-04-23 08:20,50.00,EGLC 230820Z AUTO 08012KT 9999 BKN010 10/07 Q1031
EGLC,2026-04-23 08:50,51.80,EGLC 230850Z AUTO 08012KT 9999 BKN013 11/07 Q1031
EGLC,2026-04-23 09:20,53.60,EGLC 230920Z AUTO 08011KT 040V100 9999 SCT017 12/07 Q1031
EGLC,2026-04-23 09:50,55.40,EGLC 230950Z AUTO 07010KT 030V110 9999 SCT022 13/07 Q1031
EGLC,2026-04-23 10:20,57.20,EGLC 231020Z AUTO 08011KT 9999 FEW026 14/07 Q1031
EGLC,2026-04-23 10:50,59.00,EGLC 231050Z AUTO 08013KT 9999 NCD 15/07 Q1031
EGLC,2026-04-23 11:20,59.00,EGLC 231120Z AUTO 08013KT 9999 NCD 15/06 Q1030
EGLC,2026-04-23 11:50,59.00,EGLC 231150Z AUTO 09014KT 9999 NCD 15/05 Q1030
EGLC,2026-04-23 12:20,60.80,EGLC 231220Z AUTO 09014KT 9999 NCD 16/05 Q1030
EGLC,2026-04-23 12:50,62.60,EGLC 231250Z AUTO 08014KT 050V110 9999 NCD 17/05 Q1030
EGLC,2026-04-23 13:20,62.60,EGLC 231320Z AUTO 09013KT 9999 NCD 17/03 Q1030
EGLC,2026-04-23 13:50,60.80,EGLC 231350Z AUTO 09013KT 9999 NCD 16/04 Q1030
EGLC,2026-04-23 14:20,64.40,EGLC 231420Z AUTO 10012KT 9999 NCD 18/04 Q1029
EGLC,2026-04-23 14:50,62.60,EGLC 231450Z AUTO 11012KT 9999 NCD 17/04 Q1029
EGLC,2026-04-23 15:20,62.60,EGLC 231520Z AUTO 09011KT 9999 NCD 17/04 Q1029
EGLC,2026-04-23 15:50,62.60,EGLC 231550Z AUTO 10012KT 9999 NCD 17/02 Q1029
EGLC,2026-04-23 16:20,60.80,EGLC 231620Z AUTO 09013KT 9999 NCD 16/04 Q1028
EGLC,2026-04-23 16:50,59.00,EGLC 231650Z AUTO 09013KT 9999 NCD 15/06 Q1028
EGLC,2026-04-23 17:20,57.20,EGLC 231720Z AUTO 11012KT 9999 NCD 14/06 Q1028
EGLC,2026-04-23 17:50,53.60,EGLC 231750Z AUTO 10012KT 9999 NCD 12/07 Q1028
EGLC,2026-04-23 18:20,51.80,EGLC 231820Z AUTO 11014KT 9999 NCD 11/06 Q1028
EGLC,2026-04-23 18:50,50.00,EGLC 231850Z AUTO 10012KT 9999 NCD 10/07 Q1028
EGLC,2026-04-23 19:20,50.00,EGLC 231920Z AUTO 09010KT 9999 NCD 10/06 Q1028
EGLC,2026-04-23 19:50,48.20,EGLC 231950Z AUTO 10009KT 9999 NCD 09/06 Q1028
EGLC,2026-04-23 20:20,48.20,EGLC 232020Z AUTO 09010KT 9999 NCD 09/05 Q1029
EGLC,2026-04-23 20:50,48.20,EGLC 232050Z AUTO 07010KT 9999 NCD 09/06 Q1029
EGLC,2026-04-23 21:20,46.40,EGLC 232120Z AUTO 08011KT 9999 NCD 08/06 Q1029
EGLC,2026-04-23 21:50,46.40,EGLC 232150Z AUTO 07008KT 9999 NCD 08/05 Q1029
EGLC,2026-04-23 22:20,46.40,EGLC 232220Z AUTO 07007KT 9999 NCD 08/05 Q1029
EGLC,2026-04-23 22:50,44.60,EGLC 232250Z AUTO 08007KT 9999 NCD 07/04 Q1029
EGLC,2026-04-23 23:20,46.40,EGLC 232320Z AUTO 08008KT 9999 NCD 08/04 Q1028
EGLC,2026-04-23 23:50,44.60,EGLC 232350Z AUTO 08007KT 9999 NCD 07/04 Q1028
EGLC,2026-04-24 00:20,44.60,EGLC 240020Z AUTO 07005KT 9999 FEW008 07/04 Q1028
EGLC,2026-04-24 00:50,44.60,EGLC 240050Z AUTO 06005KT 020V090 9999 BKN006 07/04 Q1028
EGLC,2026-04-24 01:20,42.80,EGLC 240120Z AUTO 06004KT 020V110 9999 BKN006 06/04 Q1028
EGLC,2026-04-24 01:50,42.80,EGLC 240150Z AUTO 07004KT 030V100 9999 BKN006 OVC009 06/04 Q1027
EGLC,2026-04-24 02:20,42.80,EGLC 240220Z AUTO 07005KT 020V100 9999 OVC004 06/05 Q1027
EGLC,2026-04-24 02:50,42.80,EGLC 240250Z AUTO 03004KT 300V070 9999 OVC004 06/05 Q1027
EGLC,2026-04-24 03:20,42.80,EGLC 240320Z AUTO 06005KT 020V090 2100 BR OVC001 06/05 Q1027
EGLC,2026-04-24 03:50,42.80,EGLC 240350Z AUTO 04005KT 010V110 6000 OVC001 06/05 Q1027
EGLC,2026-04-24 04:20,42.80,EGLC 240420Z AUTO 03004KT 340V060 7000 OVC002 06/05 Q1027
EGLC,2026-04-24 04:50,42.80,EGLC 240450Z AUTO 04006KT 9999 OVC003 06/05 Q1027
EGLC,2026-04-24 05:20,42.80,EGLC 240520Z AUTO 04005KT 010V080 9999 BKN004 OVC009 06/05 Q1027
EGLC,2026-04-24 05:50,42.80,EGLC 240550Z AUTO 02005KT 9999 BKN005 OVC010 06/04 Q1027
EGLC,2026-04-24 06:20,42.80,EGLC 240620Z AUTO 07006KT 030V100 9999 OVC005 06/04 Q1027
EGLC,2026-04-24 06:50,42.80,EGLC 240650Z AUTO 06005KT 010V080 9999 OVC005 06/04 Q1027
EGLC,2026-04-24 07:20,42.80,EGLC 240720Z AUTO 06005KT 010V090 9999 BKN006 06/03 Q1027
EGLC,2026-04-24 07:50,44.60,EGLC 240750Z AUTO 07004KT 030V110 9999 FEW009 07/03 Q1027
EGLC,2026-04-24 08:20,46.40,EGLC 240820Z AUTO VRB04KT 9999 NCD 08/03 Q1027
EGLC,2026-04-24 08:50,48.20,EGLC 240850Z AUTO 09004KT 9999 NCD 09/03 Q1027
EGLC,2026-04-24 09:20,50.00,EGLC 240920Z AUTO VRB03KT 9999 NCD 10/03 Q1027
EGLC,2026-04-24 09:50,51.80,EGLC 240950Z AUTO 09007KT 9999 NCD 11/03 Q1027
EGLC,2026-04-24 10:20,53.60,EGLC 241020Z AUTO 09009KT 9999 NCD 12/02 Q1027
EGLC,2026-04-24 10:50,57.20,EGLC 241050Z AUTO 08009KT 9999 NCD 14/02 Q1026
EGLC,2026-04-24 11:20,59.00,EGLC 241120Z AUTO 08008KT 9999 NCD 15/01 Q1026
EGLC,2026-04-24 11:50,59.00,EGLC 241150Z AUTO 08009KT 9999 NCD 15/01 Q1026
EGLC,2026-04-24 12:20,60.80,EGLC 241220Z AUTO 08008KT 9999 NCD 16/02 Q1026
EGLC,2026-04-24 12:50,62.60,EGLC 241250Z AUTO 10010KT 9999 NCD 17/02 Q1025
EGLC,2026-04-24 13:20,64.40,EGLC 241320Z AUTO 10010KT 9999 NCD 18/M00 Q1025
EGLC,2026-04-24 13:50,62.60,EGLC 241350Z AUTO 09012KT 9999 NCD 17/00 Q1024
EGLC,2026-04-24 14:20,64.40,EGLC 241420Z AUTO 09014KT 9999 NCD 18/M01 Q1024
EGLC,2026-04-24 14:50,62.60,EGLC 241450Z AUTO 09013KT 9999 NCD 17/M03 Q1024
EGLC,2026-04-24 15:20,62.60,EGLC 241520Z AUTO 09013KT 9999 NCD 17/M02 Q1024
EGLC,2026-04-24 15:50,62.60,EGLC 241550Z AUTO 10012KT 9999 NCD 17/M04 Q1023
EGLC,2026-04-24 16:20,62.60,EGLC 241620Z AUTO 10012KT 9999 NCD 17/M06 Q1023
EGLC,2026-04-24 16:50,60.80,EGLC 241650Z AUTO 10014KT 9999 NCD 16/M03 Q1023
EGLC,2026-04-24 17:20,59.00,EGLC 241720Z AUTO 09013KT 9999 NCD 15/M05 Q1023
EGLC,2026-04-24 17:50,59.00,EGLC 241750Z AUTO 09013KT 9999 NCD 15/M06 Q1023
EGLC,2026-04-24 18:20,55.40,EGLC 241820Z AUTO 09011KT 9999 NCD 13/M06 Q1023
EGLC,2026-04-24 18:50,55.40,EGLC 241850Z AUTO 09009KT 9999 NCD 13/M01 Q1023
EGLC,2026-04-24 19:20,51.80,EGLC 241920Z AUTO 10008KT 9999 NCD 11/02 Q1023
EGLC,2026-04-24 19:50,50.00,EGLC 241950Z AUTO 10008KT 9999 NCD 10/03 Q1023
EGLC,2026-04-24 20:20,50.00,EGLC 242020Z AUTO 09007KT 9999 NCD 10/05 Q1024
EGLC,2026-04-24 20:50,50.00,EGLC 242050Z AUTO 09007KT 9999 NCD 10/04 Q1024
EGLC,2026-04-24 21:20,48.20,EGLC 242120Z AUTO 08007KT 9999 NCD 09/04 Q1024
EGLC,2026-04-24 21:50,46.40,EGLC 242150Z AUTO 09006KT 9999 NCD 08/04 Q1024
EGLC,2026-04-24 22:20,46.40,EGLC 242220Z AUTO 10005KT 9999 NCD 08/05 Q1024
EGLC,2026-04-24 22:50,44.60,EGLC 242250Z AUTO 10005KT 9999 NCD 07/05 Q1023
EGLC,2026-04-24 23:20,46.40,EGLC 242320Z AUTO 06003KT 9999 NCD 08/06 Q1023
EGLC,2026-04-24 23:50,46.40,EGLC 242350Z AUTO 05003KT 9999 NCD 08/05 Q1023
EGLC,2026-04-25 00:20,46.40,EGLC 250020Z AUTO 05003KT 9999 NCD 08/06 Q1023
EGLC,2026-04-25 00:50,44.60,EGLC 250050Z AUTO 05003KT 9999 NCD 07/05 Q1023
EGLC,2026-04-25 01:20,42.80,EGLC 250120Z AUTO 05003KT 9999 NCD 06/05 Q1022
EGLC,2026-04-25 01:50,42.80,EGLC 250150Z AUTO 03003KT 9999 NCD 06/05 Q1022
EGLC,2026-04-25 02:20,42.80,EGLC 250220Z AUTO 04003KT 9999 BKN003 06/05 Q1022
EGLC,2026-04-25 02:50,42.80,EGLC 250250Z AUTO 07003KT 030V120 6000 OVC002 06/05 Q1022
EGLC,2026-04-25 03:20,42.80,EGLC 250320Z AUTO 07004KT 030V140 1400 BR OVC001 06/05 Q1022
EGLC,2026-04-25 03:50,42.80,EGLC 250350Z AUTO 07004KT 0400 R09/0500 FG VV/// 06/05 Q1022
EGLC,2026-04-25 04:20,41.00,EGLC 250420Z AUTO 07004KT 030V140 0450 R09/0600N FG VV/// 05/05 Q1022
EGLC,2026-04-25 04:50,41.00,EGLC 250450Z AUTO 09004KT 020V120 0500 R09/0700D FG VV/// 05/05 Q1022
EGLC,2026-04-25 05:20,41.00,EGLC 250520Z AUTO 06003KT 020V090 1900 R09/1400D BR OVC001 05/05 Q1022
EGLC,2026-04-25 05:50,41.00,EGLC 250550Z AUTO 08003KT 020V150 3300 BR OVC001 05/05 Q1022
EGLC,2026-04-25 06:20,41.00,EGLC 250620Z AUTO 12003KT 8000 OVC002 05/05 Q1022
EGLC,2026-04-25 06:50,41.00,EGLC 250650Z AUTO 11004KT 070V150 8000 OVC002 05/05 Q1022
EGLC,2026-04-25 07:20,42.80,EGLC 250720Z AUTO 11004KT 070V150 8000 OVC003 06/05 Q1022
EGLC,2026-04-25 07:50,42.80,EGLC 250750Z AUTO 13004KT 9000 BKN004 06/05 Q1022
EGLC,2026-04-25 08:20,44.60,EGLC 250820Z 08003KT 9000 NSC 07/06 Q1022
EGLC,2026-04-25 08:50,48.20,EGLC 250850Z AUTO 08003KT 040V130 9999 NCD 09/05 Q1022
EGLC,2026-04-25 09:20,50.00,EGLC 250920Z AUTO 08003KT 9999 NCD 10/05 Q1022
EGLC,2026-04-25 09:50,51.80,EGLC 250950Z AUTO 07003KT 9999 NCD 11/05 Q1022
EGLC,2026-04-25 10:20,55.40,EGLC 251020Z AUTO 07004KT 9999 NCD 13/02 Q1022
EGLC,2026-04-25 10:50,57.20,EGLC 251050Z AUTO 09003KT 070V140 9999 NCD 14/01 Q1022
EGLC,2026-04-25 11:20,60.80,EGLC 251120Z AUTO 08004KT 9999 NCD 16/00 Q1022
EGLC,2026-04-25 11:50,60.80,EGLC 251150Z AUTO VRB02KT 9999 NCD 16/M03 Q1022
EGLC,2026-04-25 12:20,64.40,EGLC 251220Z AUTO 07003KT 9999 NCD 18/M04 Q1021
EGLC,2026-04-25 12:50,64.40,EGLC 251250Z AUTO VRB02KT 9999 NCD 18/M05 Q1021
EGLC,2026-04-25 13:20,64.40,EGLC 251320Z AUTO VRB02KT 9999 NCD 18/M09 Q1021
EGLC,2026-04-25 13:50,68.00,EGLC 251350Z AUTO VRB03KT 9999 NCD 20/M08 Q1021
EGLC,2026-04-25 14:20,68.00,EGLC 251420Z AUTO VRB02KT 9999 NCD 20/M08 Q1021
EGLC,2026-04-25 14:50,68.00,EGLC 251450Z AUTO VRB03KT 9999 NCD 20/M04 Q1020
EGLC,2026-04-25 15:20,68.00,EGLC 251520Z AUTO 12005KT 080V180 9999 NCD 20/M07 Q1020
EGLC,2026-04-25 15:50,68.00,EGLC 251550Z AUTO 08006KT 050V120 9999 NCD 20/M07 Q1020
EGLC,2026-04-25 16:20,69.80,EGLC 251620Z AUTO 12004KT 090V160 9999 NCD 21/M07 Q1020
EGLC,2026-04-25 16:50,68.00,EGLC 251650Z AUTO 11005KT 070V150 9999 NCD 20/M05 Q1020
EGLC,2026-04-25 17:20,68.00,EGLC 251720Z AUTO 09006KT 9999 NCD 20/M05 Q1020
EGLC,2026-04-25 17:50,68.00,EGLC 251750Z AUTO 09008KT 9999 NCD 20/M03 Q1021
EGLC,2026-04-25 18:20,66.20,EGLC 251820Z AUTO 09009KT 9999 NCD 19/01 Q1021
EGLC,2026-04-25 18:50,62.60,EGLC 251850Z AUTO 09010KT 9999 NCD 17/01 Q1021
EGLC,2026-04-25 19:20,60.80,EGLC 251920Z AUTO 11008KT 9999 NCD 16/M01 Q1021
EGLC,2026-04-25 19:50,59.00,EGLC 251950Z AUTO 10005KT 9999 NCD 15/M00 Q1022
EGLC,2026-04-25 20:20,59.00,EGLC 252020Z AUTO 10003KT 060V130 9999 NCD 15/M01 Q1022
EGLC,2026-04-25 20:50,57.20,EGLC 252050Z AUTO VRB02KT 9999 NCD 14/02 Q1022
EGLC,2026-04-25 21:20,57.20,EGLC 252120Z AUTO VRB01KT 9999 NCD 14/01 Q1022
EGLC,2026-04-25 21:50,57.20,EGLC 252150Z AUTO VRB01KT 9999 NCD 14/02 Q1022
EGLC,2026-04-25 22:20,55.40,EGLC 252220Z AUTO 05005KT 9999 NCD 13/02 Q1023
EGLC,2026-04-25 22:50,53.60,EGLC 252250Z AUTO 10003KT 9999 NCD 12/02 Q1023
EGLC,2026-04-25 23:20,50.00,EGLC 252320Z AUTO 10007KT 9999 NCD 10/00 Q1023
EGLC,2026-04-25 23:50,50.00,EGLC 252350Z AUTO 09007KT 9999 NCD 10/02 Q1023
EGLC,2026-04-26 00:20,48.20,EGLC 260020Z AUTO 09006KT 9999 NCD 09/03 Q1023
EGLC,2026-04-26 00:50,48.20,EGLC 260050Z AUTO 07004KT 9999 NCD 09/04 Q1024
EGLC,2026-04-26 01:20,48.20,EGLC 260120Z AUTO 08006KT 9999 NCD 09/06 Q1024
EGLC,2026-04-26 01:50,46.40,EGLC 260150Z AUTO 07006KT 9999 NCD 08/06 Q1024
EGLC,2026-04-26 02:20,46.40,EGLC 260220Z AUTO 08006KT 9999 NCD 08/07 Q1024
EGLC,2026-04-26 02:50,48.20,EGLC 260250Z AUTO 07007KT 9000 FEW006 09/07 Q1024
EGLC,2026-04-26 03:20,46.40,EGLC 260320Z AUTO 07007KT 4200 HZ BKN001 08/07 Q1024
EGLC,2026-04-26 03:50,46.40,EGLC 260350Z AUTO 07008KT 2500 BR OVC001 08/08 Q1025
EGLC,2026-04-26 04:20,48.20,EGLC 260420Z AUTO 07008KT 7000 BKN002 OVC007 09/08 Q1025
EGLC,2026-04-26 04:50,48.20,EGLC 260450Z AUTO 07007KT 8000 BKN004 OVC008 09/08 Q1025
EGLC,2026-04-26 05:20,48.20,EGLC 260520Z AUTO 07006KT 9000 BKN006 09/08 Q1025
EGLC,2026-04-26 05:50,48.20,EGLC 260550Z AUTO 08007KT 9999 BKN009 09/08 Q1025
EGLC,2026-04-26 06:20,48.20,EGLC 260620Z AUTO 08008KT 9999 BKN010 09/08 Q1026
EGLC,2026-04-26 06:50,50.00,EGLC 260650Z AUTO 09008KT 9999 SCT009 10/08 Q1026
EGLC,2026-04-26 07:20,51.80,EGLC 260720Z AUTO 09008KT 9999 SCT010 11/08 Q1026
EGLC,2026-04-26 07:50,53.60,EGLC 260750Z AUTO 10011KT 9999 SCT011 12/08 Q1026
EGLC,2026-04-26 08:20,53.60,EGLC 260820Z AUTO 09008KT 9999 SCT014 12/07 Q1026
EGLC,2026-04-26 08:50,55.40,EGLC 260850Z AUTO 09010KT 9999 NCD 13/07 Q1026
EGLC,2026-04-26 09:20,55.40,EGLC 260920Z AUTO 09010KT 9999 NCD 13/07 Q1026
EGLC,2026-04-26 09:50,57.20,EGLC 260950Z AUTO 09011KT 9999 NCD 14/06 Q1026
EGLC,2026-04-26 10:20,59.00,EGLC 261020Z AUTO 10010KT 9999 NCD 15/06 Q1026
EGLC,2026-04-26 10:50,59.00,EGLC 261050Z AUTO 09008KT 9999 NCD 15/07 Q1026
EGLC,2026-04-26 11:20,60.80,EGLC 261120Z AUTO 10009KT 9999 NCD 16/07 Q1025
EGLC,2026-04-26 11:50,59.00,EGLC 261150Z AUTO 09009KT 060V130 9999 NCD 15/06 Q1025
EGLC,2026-04-26 12:20,62.60,EGLC 261220Z AUTO 08008KT 040V110 9999 NCD 17/06 Q1025
EGLC,2026-04-26 12:50,60.80,EGLC 261250Z AUTO 08009KT 050V110 9999 NCD 16/06 Q1025
EGLC,2026-04-26 13:20,62.60,EGLC 261320Z AUTO 09009KT 9999 NCD 17/05 Q1025
EGLC,2026-04-26 13:50,60.80,EGLC 261350Z AUTO 08009KT 9999 NCD 16/05 Q1025
EGLC,2026-04-26 14:20,62.60,EGLC 261420Z AUTO 08009KT 9999 NCD 17/06 Q1025
EGLC,2026-04-26 14:50,62.60,EGLC 261450Z AUTO 09010KT 9999 NCD 17/05 Q1024
EGLC,2026-04-26 15:20,62.60,EGLC 261520Z AUTO 10011KT 9999 NCD 17/06 Q1024
EGLC,2026-04-26 15:50,60.80,EGLC 261550Z AUTO 10011KT 9999 NCD 16/06 Q1024
EGLC,2026-04-26 16:20,59.00,EGLC 261620Z AUTO 10012KT 9999 NCD 15/07 Q1024
EGLC,2026-04-26 16:50,59.00,EGLC 261650Z AUTO 10011KT 9999 NCD 15/07 Q1024
EGLC,2026-04-26 17:20,59.00,EGLC 261720Z AUTO 10012KT 9999 NCD 15/07 Q1024
EGLC,2026-04-26 17:50,57.20,EGLC 261750Z AUTO 10012KT 9999 NCD 14/07 Q1024
EGLC,2026-04-26 18:20,55.40,EGLC 261820Z AUTO 10012KT 9999 NCD 13/07 Q1024
EGLC,2026-04-26 18:50,53.60,EGLC 261850Z AUTO 10012KT 9999 NCD 12/07 Q1024
EGLC,2026-04-26 19:20,53.60,EGLC 261920Z AUTO 09011KT 9999 NCD 12/07 Q1025
EGLC,2026-04-26 19:50,51.80,EGLC 261950Z AUTO 09011KT 9999 NCD 11/07 Q1025
EGLC,2026-04-26 20:20,51.80,EGLC 262020Z AUTO 09010KT 9999 NCD 11/07 Q1025
EGLC,2026-04-26 20:50,51.80,EGLC 262050Z AUTO 10010KT 9999 NCD 11/07 Q1025
EGLC,2026-04-26 21:20,50.00,EGLC 262120Z AUTO 09009KT 9999 NCD 10/07 Q1025
EGLC,2026-04-26 21:50,50.00,EGLC 262150Z AUTO 09006KT 9999 NCD 10/07 Q1025
EGLC,2026-04-26 22:20,50.00,EGLC 262220Z AUTO 09006KT 9999 NCD 10/07 Q1025
EGLC,2026-04-26 22:50,50.00,EGLC 262250Z AUTO 10006KT 9999 NCD 10/07 Q1025
EGLC,2026-04-26 23:20,50.00,EGLC 262320Z AUTO 09006KT 9999 NCD 10/07 Q1025
EGLC,2026-04-26 23:50,50.00,EGLC 262350Z AUTO 06004KT 030V090 9999 NCD 10/07 Q1025
EGLC,2026-04-27 00:20,50.00,EGLC 270020Z AUTO 04003KT 9999 NCD 10/07 Q1025
EGLC,2026-04-27 00:50,50.00,EGLC 270050Z AUTO 07004KT 9999 NCD 10/07 Q1025
EGLC,2026-04-27 01:20,48.20,EGLC 270120Z AUTO 04003KT 9999 NCD 09/07 Q1025
EGLC,2026-04-27 01:50,50.00,EGLC 270150Z AUTO 06005KT 9999 NCD 10/07 Q1025
EGLC,2026-04-27 02:20,48.20,EGLC 270220Z AUTO VRB02KT 9999 NCD 09/07 Q1025
EGLC,2026-04-27 02:50,48.20,EGLC 270250Z AUTO VRB01KT 9999 NCD 09/07 Q1025
EGLC,2026-04-27 03:20,48.20,EGLC 270320Z AUTO 04003KT 9999 NCD 09/07 Q1025
EGLC,2026-04-27 03:50,48.20,EGLC 270350Z AUTO 05003KT 9999 NCD 09/07 Q1024
EGLC,2026-04-27 04:20,48.20,EGLC 270420Z AUTO VRB01KT 9999 NCD 09/06 Q1024
EGLC,2026-04-27 04:50,48.20,EGLC 270450Z AUTO 35003KT 9999 NCD 09/07 Q1024
EGLC,2026-04-27 05:20,46.40,EGLC 270520Z AUTO 01003KT 330V050 9999 NCD 08/06 Q1025
EGLC,2026-04-27 05:50,48.20,EGLC 270550Z AUTO 02003KT 340V060 9999 NCD 09/06 Q1025
EGLC,2026-04-27 06:20,48.20,EGLC 270620Z AUTO 03003KT 9999 NCD 09/07 Q1025
EGLC,2026-04-27 06:50,50.00,EGLC 270650Z AUTO 04003KT 350V070 9999 NCD 10/07 Q1025
EGLC,2026-04-27 07:20,51.80,EGLC 270720Z AUTO 09003KT 060V120 9999 NCD 11/07 Q1025
EGLC,2026-04-27 07:50,53.60,EGLC 270750Z AUTO VRB02KT 9999 NCD 12/07 Q1025
EGLC,2026-04-27 08:20,55.40,EGLC 270820Z AUTO 12003KT 020V190 9999 NCD 13/07 Q1025
EGLC,2026-04-27 08:50,57.20,EGLC 270850Z AUTO VRB02KT 9999 NCD 14/07 Q1025
EGLC,2026-04-27 09:20,60.80,EGLC 270920Z AUTO 08003KT 040V140 9999 NCD 16/06 Q1025
EGLC,2026-04-27 09:50,60.80,EGLC 270950Z AUTO 12005KT 070V140 9999 NCD 16/06 Q1025
EGLC,2026-04-27 10:20,62.60,EGLC 271020Z AUTO 10007KT 9999 NCD 17/06 Q1024
EGLC,2026-04-27 10:50,64.40,EGLC 271050Z AUTO 11006KT 080V140 9999 NCD 18/06 Q1024
EGLC,2026-04-27 11:20,64.40,EGLC 271120Z AUTO 08007KT 050V130 9999 NCD 18/06 Q1024
EGLC,2026-04-27 11:50,64.40,EGLC 271150Z AUTO 10005KT 020V150 9999 NCD 18/06 Q1024
EGLC,2026-04-27 12:20,66.20,EGLC 271220Z AUTO 06004KT 340V100 9999 NCD 19/04 Q1024
EGLC,2026-04-27 12:50,66.20,EGLC 271250Z AUTO 06007KT 350V110 9999 NCD 19/05 Q1023
EGLC,2026-04-27 13:20,68.00,EGLC 271320Z AUTO 05008KT 340V130 9999 NCD 20/04 Q1023
EGLC,2026-04-27 13:50,68.00,EGLC 271350Z AUTO VRB04KT 9999 NCD 20/05 Q1023
EGLC,2026-04-27 14:20,66.20,EGLC 271420Z AUTO 04007KT 280V100 9999 NCD 19/05 Q1023
EGLC,2026-04-27 14:50,69.80,EGLC 271450Z AUTO VRB05KT 9999 NCD 21/05 Q1022
EGLC,2026-04-27 15:20,68.00,EGLC 271520Z AUTO VRB04KT 9999 NCD 20/03 Q1022
EGLC,2026-04-27 15:50,68.00,EGLC 271550Z AUTO 06005KT 350V110 9999 NCD 20/06 Q1022
EGLC,2026-04-27 16:20,66.20,EGLC 271620Z AUTO 09010KT 9999 NCD 19/06 Q1021
EGLC,2026-04-27 16:50,66.20,EGLC 271650Z AUTO 09008KT 9999 NCD 19/06 Q1022
EGLC,2026-04-27 17:20,66.20,EGLC 271720Z AUTO 11009KT 9999 NCD 19/06 Q1021
EGLC,2026-04-27 17:50,64.40,EGLC 271750Z AUTO 08007KT 9999 NCD 18/07 Q1022
EGLC,2026-04-27 18:20,64.40,EGLC 271820Z AUTO 07006KT 9999 NCD 18/07 Q1022
EGLC,2026-04-27 18:50,62.60,EGLC 271850Z AUTO 07006KT 9999 //////CB 17/06 Q1022
EGLC,2026-04-27 19:20,60.80,EGLC 271920Z AUTO 08009KT 9999 //////TCU 16/06 Q1022
EGLC,2026-04-27 19:50,60.80,EGLC 271950Z AUTO 08009KT 9999 //////CB 16/05 Q1023
EGLC,2026-04-27 20:20,59.00,EGLC 272020Z AUTO 07007KT 030V100 9999 //////CB 15/08 Q1023
EGLC,2026-04-27 20:50,57.20,EGLC 272050Z AUTO VRB04KT 9999 //////TCU 14/09 Q1023
EGLC,2026-04-27 21:20,57.20,EGLC 272120Z AUTO VRB05KT 9999 NCD 14/09 Q1023
EGLC,2026-04-27 21:50,57.20,EGLC 272150Z AUTO 01006KT 280V090 9999 -RA NCD 14/08 Q1023
EGLC,2026-04-27 22:20,55.40,EGLC 272220Z AUTO 35007KT 300V030 9999 NCD 13/08 Q1023
EGLC,2026-04-27 22:50,53.60,EGLC 272250Z AUTO 01006KT 310V070 9999 NCD 12/08 Q1023
EGLC,2026-04-27 23:20,50.00,EGLC 272320Z AUTO 36007KT 320V050 9999 SCT010 10/08 Q1024
EGLC,2026-04-27 23:50,50.00,EGLC 272350Z AUTO VRB09KT 9999 OVC010 10/07 Q1024
EGLC,2026-04-28 00:20,50.00,EGLC 280020Z AUTO 04009KT 9999 BKN013 OVC018 10/07 Q1024
