station,valid,metar
LGA,2026-08-13 07:51,KLGA 130751Z 27007KT 10SM FEW080 SCT140 BKN190 25/20 A2979 RMK AO2 RAE06 TSB0656E15 SLP088 OCNL LTGIC DSNT E-SE CB DSNT E-SE MOV E P0005 T02500200 $
LGA,2026-08-13 08:51,KLGA 130851Z 25006KT 10SM BKN075 OVC095 25/19 A2979 RMK AO2 SLP087 60007 T02500194 58001 $
LGA,2026-08-13 09:51,KLGA 130951Z 27005KT 10SM SCT070 BKN085 BKN180 25/20 A2979 RMK AO2 SLP087 T02500200 $
LGA,2026-08-13 10:51,KLGA 131051Z 31008KT 10SM FEW050 SCT080 BKN180 24/20 A2980 RMK AO2 SLP092 T02440200 $
LGA,2026-08-13 11:51,KLGA 131151Z 30010KT 10SM FEW080 SCT150 SCT250 24/19 A2982 RMK AO2 SLP098 60007 70007 T02440194 10267 20239 53011 $
LGA,2026-08-13 12:51,KLGA 131251Z 31010KT 10SM FEW050 SCT300 25/19 A2984 RMK AO2 SLP103 FU SCT300 T02500194 $
LGA,2026-08-13 13:51,KLGA 131351Z 31011KT 10SM FEW050 SCT300 26/20 A2984 RMK AO2 SLP103 FU SCT300 T02560200 $
LGA,2026-08-13 14:51,KLGA 131451Z 32007KT 10SM FEW050 SCT250 BKN300 27/21 A2984 RMK AO2 SLP105 FU BKN300 T02720206 51007 $
LGA,2026-08-13 15:51,KLGA 131551Z 36006KT 10SM FEW038 FEW045 SCT250 BKN300 28/19 A2985 RMK AO2 SLP107 FU BKN300 T02780189 $
LGA,2026-08-13 16:51,KLGA 131651Z 31007KT 10SM SCT046 BKN055 BKN250 BKN300 29/18 A2986 RMK AO2 SLP111 FU BKN300 T02890183 $
LGA,2026-08-13 17:51,KLGA 131751Z 33011KT 10SM SCT045 BKN055 BKN250 BKN300 29/18 A2987 RMK AO2 SLP114 FU BKN300 T02890178 10289 20244 53008 $
LGA,2026-08-13 18:51,KLGA 131851Z 33014G21KT 10SM SCT050 BKN250 BKN300 29/17 A2986 RMK AO2 SLP112 FU BKN300 T02940167 $
LGA,2026-08-13 19:51,KLGA 131951Z 32008G17KT 10SM FEW060 SCT250 BKN300 29/17 A2984 RMK AO2 SLP106 FU BKN300 T02940167 $
LGA,2026-08-13 20:51,KLGA 132051Z 32011KT 10SM FEW060 SCT250 SCT300 30/17 A2984 RMK AO2 SLP106 FU SCT300 T03000167 55008 $
LGA,2026-08-13 21:51,KLGA 132151Z 29011G17KT 10SM FEW060 SCT250 SCT300 29/16 A2986 RMK AO2 SLP111 FU SCT300 T02940161 $
LGA,2026-08-13 22:51,KLGA 132251Z 32010KT 10SM FEW060 FEW100 BKN250 29/17 A2986 RMK AO2 SLP113 T02890167 $
LGA,2026-08-13 23:51,KLGA 132351Z 29007KT 10SM FEW060 FEW100 BKN250 29/16 A2987 RMK AO2 SLP115 T02890161 10300 20278 51009 $
LGA,2026-08-14 00:51,KLGA 140051Z 33008KT 10SM BKN090 BKN250 28/17 A2990 RMK AO2 SLP123 T02780172 $
LGA,2026-08-14 01:51,KLGA 140151Z 32008KT 10SM BKN095 BKN250 28/18 A2992 RMK AO2 SLP132 T02780178 $
LGA,2026-08-14 02:51,KLGA 140251Z 33005KT 10SM FEW100 BKN250 27/17 A2994 RMK AO2 SLP137 T02720172 51022 $
LGA,2026-08-14 03:51,KLGA 140351Z 31010KT 10SM BKN250 27/17 A2995 RMK AO2 SLP143 T02720167 $
LGA,2026-08-14 04:51,KLGA 140451Z 32009KT 10SM BKN250 26/17 A2997 RMK AO2 SLP148 T02610167 403000239 $
LGA,2026-08-14 05:51,KLGA 140551Z 33009KT 10SM BKN250 26/16 A2996 RMK AO2 SLP146 T02560161 10289 20256 50008 $
LGA,2026-08-14 06:51,KLGA 140651Z 32008KT 10SM SCT250 25/17 A2997 RMK AO2 SLP147 T02500167 $
LGA,2026-08-14 07:51,KLGA 140751Z 32007KT 10SM SCT250 24/17 A2997 RMK AO2 SLP148 T02440167 $
LGA,2026-08-14 08:51,KLGA 140851Z 32006KT 10SM SCT250 24/16 A2997 RMK AO2 SLP149 T02390161 51003 $
LGA,2026-08-14 09:51,KLGA 140951Z 00000KT 10SM FEW200 24/17 A2998 RMK AO2 SLP153 T02390167 $
LGA,2026-08-14 10:51,KLGA 141051Z 36006KT 10SM FEW170 SCT250 24/16 A3001 RMK AO2 SLP163 T02390161 $
LGA,2026-08-14 11:51,KLGA 141151Z 04004KT 10SM FEW180 SCT250 24/17 A3005 RMK AO2 SLP175 T02440167 10256 20233 53026 $
LGA,2026-08-14 12:51,KLGA 141251Z 00000KT 10SM BKN250 26/16 A3005 RMK AO2 SLP174 T02560161 $
LGA,2026-08-14 13:51,KLGA 141351Z 07005KT 10SM BKN250 26/16 A3004 RMK AO2 SLP171 T02610156 $
LGA,2026-08-14 14:51,KLGA 141451Z 08005KT 10SM BKN250 27/16 A3004 RMK AO2 SLP171 T02720156 56004 $
LGA,2026-08-14 15:51,KLGA 141551Z 08004KT 10SM BKN250 28/16 A3004 RMK AO2 SLP171 T02780161 $
LGA,2026-08-14 16:51,KLGA 141651Z 07005KT 10SM FEW065 BKN250 29/15 A3003 RMK AO2 SLP169 T02890150 $
LGA,2026-08-14 17:51,KLGA 141751Z 15009G14KT 10SM FEW065 BKN250 29/16 A3002 RMK AO2 SLP167 T02890161 10289 20244 58004 $
LGA,2026-08-14 18:51,KLGA 141851Z 17009KT 150V210 10SM FEW060 SCT080 BKN150 BKN250 30/16 A3002 RMK AO2 SLP164 T03000156 $
LGA,2026-08-14 19:51,KLGA 141951Z 08010KT 10SM BKN065 BKN085 BKN150 BKN250 29/16 A3000 RMK AO2 SLP157 T02940156 $
LGA,2026-08-14 20:51,KLGA 142051Z 15010KT 10SM SCT065 BKN085 BKN150 BKN250 29/16 A3000 RMK AO2 SLP159 T02890161 55008 $
LGA,2026-08-14 21:51,KLGA 142151Z 16012G19KT 10SM SCT065 BKN085 BKN150 BKN250 28/17 A3001 RMK AO2 SLP161 T02780167 $
LGA,2026-08-14 22:51,KLGA 142251Z 17010KT 10SM SCT065 BKN085 BKN150 BKN250 27/18 A3001 RMK AO2 SLP163 T02720178 $
LGA,2026-08-14 23:51,KLGA 142351Z 17009KT 10SM FEW065 FEW090 SCT150 SCT250 26/18 A3003 RMK AO2 SLP168 T02610183 10300 20261 53009 $
LGA,2026-08-15 00:51,KLGA 150051Z 16007KT 10SM FEW060 FEW090 SCT250 26/20 A3003 RMK AO2 SLP170 T02610200 $
LGA,2026-08-15 01:51,KLGA 150151Z 06007KT 10SM FEW055 SCT100 SCT250 26/19 A3006 RMK AO2 SLP177 T02560194 $
LGA,2026-08-15 02:51,KLGA 150251Z 04008KT 10SM FEW055 FEW100 BKN250 25/19 A3007 RMK AO2 SLP182 T02500194 53014 $
LGA,2026-08-15 03:51,KLGA 150351Z 04008KT 10SM FEW100 BKN250 24/19 A3008 RMK AO2 SLP187 T02390194 $
LGA,2026-08-15 04:51,KLGA 150451Z 04008KT 10SM FEW100 BKN250 23/19 A3009 RMK AO2 SLP191 T02330189 403000233 $
LGA,2026-08-15 05:51,KLGA 150551Z 01006KT 10SM SCT250 23/17 A3010 RMK AO2 SLP192 T02330172 10267 20233 51010 $
LGA,2026-08-15 06:51,KLGA 150651Z 02005KT 10SM SCT250 23/17 A3010 RMK AO2 SLP191 T02280167 $
LGA,2026-08-15 07:51,KLGA 150751Z 03006KT 10SM SCT250 22/17 A3011 RMK AO2 SLP197 T02170167 $
LGA,2026-08-15 08:51,KLGA 150851Z 02007KT 10SM FEW250 22/15 A3012 RMK AO2 SLP199 T02170150 53006 $
LGA,2026-08-15 09:51,KLGA 150951Z 35005KT 10SM FEW250 21/15 A3013 RMK AO2 SLP202 T02060150 $
LGA,2026-08-15 10:51,KLGA 151051Z 02005KT 10SM FEW250 21/14 A3014 RMK AO2 SLP205 T02060144 $
LGA,2026-08-15 11:51,KLGA 151151Z 04008KT 10SM FEW250 22/14 A3015 RMK AO2 SLP210 T02170139 10233 20206 53012 $
LGA,2026-08-15 12:51,KLGA 151251Z 05010KT 10SM FEW250 22/15 A3015 RMK AO2 SLP211 T02220150 $
LGA,2026-08-15 13:51,KLGA 151351Z 04008KT 10SM FEW250 23/15 A3016 RMK AO2 SLP211 T02330150 $
LGA,2026-08-15 14:51,KLGA 151451Z COR 04008KT 10SM FEW070 FEW250 24/15 A3018 RMK AO2 SLP218 T02390150 53008 $
LGA,2026-08-15 15:51,KLGA 151551Z 04008KT 10SM FEW050 FEW250 24/14 A3019 RMK AO2 SLP222 T02440139 $
LGA,2026-08-15 16:51,KLGA 151651Z 05008KT 10SM FEW055 FEW170 SCT250 26/12 A3018 RMK AO2 SLP219 T02560122 $
LGA,2026-08-15 17:51,KLGA 151751Z 06007KT 10SM FEW055 FEW170 SCT250 27/13 A3016 RMK AO2 SLP214 T02670128 10267 20217 58004 $
LGA,2026-08-15 18:51,KLGA 151851Z VRB05KT 10SM FEW060 FEW190 SCT250 27/12 A3014 RMK AO2 SLP206 T02720122 $
LGA,2026-08-15 19:51,KLGA 151951Z COR 01005KT 10SM FEW075 FEW190 SCT250 28/11 A3013 RMK AO2 SLP202 T02780106 $
LGA,2026-08-15 20:51,KLGA 152051Z 05006KT 10SM FEW070 FEW170 SCT250 28/12 A3011 RMK AO2 SLP197 T02830117 56017 $
LGA,2026-08-15 21:51,KLGA 152151Z COR 00000KT 10SM FEW070 FEW120 SCT170 SCT250 29/14 A3010 RMK AO2 SLP194 T02890139 $
LGA,2026-08-15 22:51,KLGA 152251Z VRB05KT 10SM FEW070 FEW120 SCT250 28/14 A3010 RMK AO2 SLP192 T02780144 $
LGA,2026-08-15 23:51,KLGA 152351Z 16007KT 10SM FEW080 FEW120 SCT250 26/14 A3011 RMK AO2 SLP196 T02610144 10294 20261 55001 $
LGA,2026-08-16 00:51,KLGA 160051Z 16010KT 10SM FEW070 SCT100 SCT250 25/17 A3013 RMK AO2 SLP204 T02500172 $
LGA,2026-08-16 01:51,KLGA 160151Z 17007KT 10SM FEW075 SCT090 SCT250 24/17 A3015 RMK AO2 SLP210 T02440172 $
LGA,2026-08-16 02:51,KLGA 160251Z 18007KT 10SM FEW090 FEW250 24/17 A3015 RMK AO2 SLP210 T02440167 51014 $
LGA,2026-08-16 03:51,KLGA 160351Z 20005KT 10SM FEW090 FEW250 24/18 A3015 RMK AO2 SLP208 T02390178 $
LGA,2026-08-16 04:51,KLGA 160451Z 20005KT 10SM FEW060 FEW250 24/18 A3014 RMK AO2 SLP206 T02440178 402940206 $
LGA,2026-08-16 05:51,KLGA 160551Z 21005KT 10SM FEW055 FEW250 24/18 A3014 RMK AO2 SLP206 T02390178 10261 20239 56004 $
LGA,2026-08-16 06:51,KLGA 160651Z 21004KT 10SM FEW055 FEW250 23/18 A3013 RMK AO2 SLP204 T02330178 $
LGA,2026-08-16 07:51,KLGA 160751Z 22003KT 10SM BKN080 BKN250 23/18 A3013 RMK AO2 SLP203 T02330178 $
LGA,2026-08-16 08:51,KLGA 160851Z 19003KT 10SM BKN080 BKN250 23/18 A3012 RMK AO2 SLP200 T02330178 58006 $
LGA,2026-08-16 09:51,KLGA 160951Z 00000KT 10SM SCT080 BKN250 23/18 A3012 RMK AO2 SLP198 T02330178 $
LGA,2026-08-16 10:51,KLGA 161051Z 04007KT 10SM SCT050 SCT080 BKN250 22/19 A3013 RMK AO2 SLP203 T02170189 $
LGA,2026-08-16 11:51,KLGA 161151Z 05006KT 10SM SCT049 SCT080 BKN250 22/19 A3015 RMK AO2 SLP208 T02220189 10239 20217 53008 $
LGA,2026-08-16 12:51,KLGA 161251Z 04008KT 10SM FEW050 SCT085 BKN250 23/19 A3013 RMK AO2 SLP203 T02280189 $
LGA,2026-08-16 13:51,KLGA 161351Z VRB05KT 10SM FEW035 SCT045 SCT080 BKN200 BKN250 24/19 A3012 RMK AO2 SLP199 T02440189 $
LGA,2026-08-16 14:51,KLGA 161451Z 18013G20KT 10SM FEW039 SCT050 SCT080 BKN200 BKN250 27/17 A3011 RMK AO2 SLP195 T02670167 56012 $
LGA,2026-08-16 15:51,KLGA 161551Z 16013KT 10SM FEW039 SCT050 SCT075 BKN190 BKN250 27/17 A3010 RMK AO2 SLP194 T02720167 $
LGA,2026-08-16 16:51,KLGA 161651Z 18011G18KT 10SM FEW041 SCT050 BKN100 BKN170 BKN250 27/16 A3008 RMK AO2 SLP186 T02720156 $
LGA,2026-08-16 17:51,KLGA 161751Z 17014KT 10SM FEW047 BKN080 BKN090 BKN160 OVC200 27/16 A3008 RMK AO2 SLP184 T02670156 10278 20222 57011 $
LGA,2026-08-16 18:51,KLGA 161851Z 17012G21KT 10SM FEW045 OVC080 26/16 A3005 RMK AO2 SLP177 T02610161 $
LGA,2026-08-16 19:51,KLGA 161951Z 18015G22KT 10SM FEW040 OVC075 26/17 A3004 RMK AO2 PK WND 18027/1916 RAB35E47 SLP171 P0000 T02560172 $
LGA,2026-08-16 20:51,KLGA 162051Z 19010G20KT 10SM FEW030 SCT045 OVC080 25/18 A3001 RMK AO2 RAB06E21 SLP163 P0000 60000 T02500178 57021 $
LGA,2026-08-16 21:51,KLGA 162151Z 21013G17KT 10SM BKN036 BKN046 OVC070 26/17 A3000 RMK AO2 SLP158 T02560172 $
LGA,2026-08-16 22:51,KLGA 162251Z 21012G20KT 7SM BKN036 BKN046 OVC060 24/17 A3000 RMK AO2 SLP157 T02440167 $
LGA,2026-08-16 23:51,KLGA 162351Z 18008G16KT 10SM -RA FEW020 BKN033 OVC046 23/17 A2999 RMK AO2 RAB2255E10B48 SLP156 P0000 60000 T02330167 10267 20228 56007 $
LGA,2026-08-17 00:51,KLGA 170051Z 20009KT 10SM SCT027 BKN035 OVC060 21/18 A2999 RMK AO2 RAE38 SLP156 P0000 T02110178 $
LGA,2026-08-17 01:37,KLGA 170137Z 20015G22KT 5SM -RA BR SCT014 BKN028 OVC038 21/18 A3000 RMK AO2 RAB15 P0001 T02060183 $
LGA,2026-08-17 01:51,KLGA 170151Z 19012G19KT 5SM -RA BR SCT014 BKN032 OVC046 20/18 A2999 RMK AO2 RAB15 SLP156 P0002 T02000183 $
LGA,2026-08-17 02:51,KLGA 170251Z 17009KT 7SM FEW014 BKN032 OVC049 21/19 A2995 RMK AO2 RAE50 SLP142 P0005 60007 T02060189 58014 $
LGA,2026-08-17 03:51,KLGA 170351Z 16011KT 10SM SCT011 BKN032 OVC049 21/19 A2994 RMK AO2 SLP139 T02110189 $
LGA,2026-08-17 04:51,KLGA 170451Z 14006KT 10SM FEW011 BKN035 OVC049 22/19 A2992 RMK AO2 SLP131 T02170189 402780200 $
LGA,2026-08-17 05:51,KLGA 170551Z 15007KT 10SM SCT017 BKN030 OVC044 22/19 A2990 RMK AO2 RAB22E47 SLP124 P0001 60008 T02170194 10239 20200 58018 $
LGA,2026-08-17 06:47,KLGA 170647Z 15005KT 6SM -RA BR SCT010 BKN015 OVC030 21/20 A2988 RMK AO2 RAB0553 P0004 $
LGA,2026-08-17 06:51,KLGA 170651Z 14004KT 6SM -RA BR SCT010 BKN015 OVC030 21/20 A2988 RMK AO2 RAB0553 SLP118 P0004 T02110200 $
LGA,2026-08-17 07:51,KLGA 170751Z 13008KT 5SM -RA BR SCT010 BKN015 OVC030 21/21 A2986 RMK AO2 SLP111 P0006 T02110206 $
LGA,2026-08-17 07:58,KLGA 170758Z 13006KT 5SM -RA BR FEW008 BKN023 OVC050 21/21 A2986 RMK AO2 P0000 T02110206 $
LGA,2026-08-17 08:49,KLGA 170849Z 11006KT 4SM -RA BR SCT008 BKN011 OVC025 22/21 A2984 RMK AO2 P0003 $
LGA,2026-08-17 08:51,KLGA 170851Z 11005KT 5SM -RA BR SCT008 BKN011 OVC025 22/21 A2984 RMK AO2 SLP105 P0003 60013 T02170211 56013 $
LGA,2026-08-17 09:32,KLGA 170932Z 07004KT 2SM RA BR BKN008 OVC011 22/21 A2983 RMK AO2 RAE0856B13 P0006 T02170211 $
LGA,2026-08-17 09:51,KLGA 170951Z 12007KT 2SM RA BR BKN008 OVC011 22/21 A2983 RMK AO2 RAE0856B13 SLP101 P0010 T02170211 $
LGA,2026-08-17 10:46,KLGA 171046Z 09007KT 2SM -RA BR BKN006 OVC011 22/21 A2983 RMK AO2 P0004 $
LGA,2026-08-17 10:51,KLGA 171051Z 10008KT 2SM -RA BR BKN006 OVC011 22/21 A2983 RMK AO2 SLP101 P0005 T02220211 $
LGA,2026-08-17 11:28,KLGA 171128Z 08007KT 4SM BR BKN006 OVC011 22/21 A2983 RMK AO2 RAE20 P0001 T02170211 $
LGA,2026-08-17 11:51,KLGA 171151Z 04007KT 5SM BR BKN006 OVC011 22/21 A2982 RMK AO2 RAE20 SLP099 P0001 60029 70037 T02170211 10222 20211 56006 $
LGA,2026-08-17 12:29,KLGA 171229Z 04010KT 7SM BKN008 OVC015 22/21 A2982 RMK AO2 T02220211 $
LGA,2026-08-17 12:51,KLGA 171251Z 04012KT 7SM BKN008 OVC020 22/21 A2982 RMK AO2 SLP098 T02220211 $
LGA,2026-08-17 13:51,KLGA 171351Z 04010KT 7SM BKN008 OVC015 23/21 A2982 RMK AO2 SLP099 T02280211 $
LGA,2026-08-17 14:51,KLGA 171451Z 04012G21KT 10SM BKN007 OVC015 23/21 A2983 RMK AO2 SLP101 T02280206 53002 $
LGA,2026-08-17 15:10,KLGA 171510Z 04012KT 10SM BKN008 OVC015 23/21 A2984 RMK AO2 T02280206 $
LGA,2026-08-17 15:51,KLGA 171551Z 05009G21KT 10SM BKN008 OVC015 23/21 A2984 RMK AO2 SLP104 T02280206 $
LGA,2026-08-17 16:30,KLGA 171630Z 04007KT 10SM BKN010 OVC020 23/21 A2983 RMK AO2 T02330206 $
LGA,2026-08-17 16:51,KLGA 171651Z 05007KT 10SM BKN010 OVC020 23/21 A2983 RMK AO2 SLP100 T02330206 $
LGA,2026-08-17 17:51,KLGA 171751Z 36006KT 10SM BKN016 OVC030 24/21 A2982 RMK AO2 SLP097 T02440206 10244 20217 58004
LGA,2026-08-17 18:51,KLGA 171851Z 06008KT 10SM BKN022 BKN035 BKN140 BKN250 25/21 A2981 RMK AO2 SLP094 T02500211
LGA,2026-08-17 19:51,KLGA 171951Z 05008KT 10SM BKN024 BKN035 BKN140 BKN250 26/21 A2980 RMK AO2 SLP091 T02610211
LGA,2026-08-17 20:24,KLGA 172024Z 06007G20KT 10SM SCT025 BKN035 BKN150 BKN250 27/21 A2980 RMK AO2 T02670211
LGA,2026-08-17 20:51,KLGA 172051Z 06007KT 10SM SCT025 BKN035 BKN180 BKN250 26/21 A2980 RMK AO2 SLP091 T02610211 56006
LGA,2026-08-17 21:51,KLGA 172151Z 05010KT 10SM FEW025 SCT035 SCT180 BKN250 26/22 A2980 RMK AO2 SLP090 T02610217 $
LGA,2026-08-17 22:51,KLGA 172251Z 04009KT 10SM FEW020 SCT035 BKN130 BKN170 BKN250 25/21 A2979 RMK AO2 SLP088 CB DSNT SW MOV SE T02500211 $
LGA,2026-08-17 23:51,KLGA 172351Z 05006KT 10SM FEW020 SCT035 SCT080 BKN130 BKN250 24/22 A2979 RMK AO2 SLP089 CB DSNT N AND DSNT SW MOV SE T02440217 10267 20244 55003 $
LGA,2026-08-18 00:51,KLGA 180051Z 07006KT 10SM FEW020 SCT035 SCT080 BKN130 BKN250 24/22 A2981 RMK AO2 SLP096 VCSH W T02440217 $
LGA,2026-08-18 01:51,KLGA 180151Z 05007KT 10SM FEW020 SCT035 BKN120 BKN250 24/22 A2983 RMK AO2 SLP102 T02390217 $
LGA,2026-08-18 02:51,KLGA 180251Z 04005KT 10SM FEW020 BKN095 BKN250 24/22 A2984 RMK AO2 SLP105 T02390217 51016 $
LGA,2026-08-18 03:51,KLGA 180351Z 06004KT 10SM FEW030 SCT095 BKN120 23/22 A2983 RMK AO2 SLP101 T02330217 $
LGA,2026-08-18 04:51,KLGA 180451Z 04004KT 10SM SCT034 BKN075 BKN110 BKN250 23/22 A2984 RMK AO2 SLP106 T02330217 402670211 $
LGA,2026-08-18 05:51,KLGA 180551Z 07003KT 10SM BKN037 OVC110 23/21 A2984 RMK AO2 SLP104 T02330211 10244 20233 56001 $
LGA,2026-08-18 06:51,KLGA 180651Z 00000KT 10SM OVC044 23/21 A2983 RMK AO2 SLP101 T02330211 $
LGA,2026-08-18 07:51,KLGA 180751Z 11004KT 10SM BKN044 OVC070 23/21 A2983 RMK AO2 SLP101 T02330211 $
LGA,2026-08-18 08:20,KLGA 180820Z 08003KT 10SM BKN026 OVC033 23/21 A2983 RMK AO2 T02330211 $
LGA,2026-08-18 08:51,KLGA 180851Z 08004KT 10SM OVC026 23/21 A2983 RMK AO2 SLP102 T02330211 55002 $
LGA,2026-08-18 09:51,KLGA 180951Z 00000KT 3SM +RA BR OVC020 23/22 A2984 RMK AO2 RAB35 SLP106 P0004 T02280217 $
LGA,2026-08-18 10:51,KLGA 181051Z 02003KT 10SM OVC019 23/22 A2986 RMK AO2 RAE39 SLP110 P0005 T02280217 $
LGA,2026-08-18 11:18,KLGA 181118Z 00000KT 10SM SCT017 OVC039 23/22 A2986 RMK AO2 T02280217 $
LGA,2026-08-18 11:51,KLGA 181151Z COR 00000KT 10SM FEW013 SCT020 OVC043 23/22 A2987 RMK AO2 SLP113 60009 70009 T02330217 10233 20222 51012 $
LGA,2026-08-18 12:51,KLGA 181251Z VRB03KT 10SM -RA FEW013 SCT020 OVC043 24/22 A2987 RMK AO2 RAB39 SLP115 P0000 T02390217 $
LGA,2026-08-18 13:51,KLGA 181351Z 30005KT 10SM FEW013 SCT020 OVC043 25/22 A2988 RMK AO2 RAE1254 SLP118 P0000 T02500217 $
LGA,2026-08-18 14:51,KLGA 181451Z VRB04KT 10SM FEW015 SCT055 BKN080 BKN220 27/21 A2988 RMK AO2 SLP118 60000 T02720206 51004 $
LGA,2026-08-18 15:51,KLGA 181551Z 03006KT 10SM FEW020 SCT070 BKN230 28/19 A2988 RMK AO2 SLP117 T02780189 $
LGA,2026-08-18 16:51,KLGA 181651Z 04006KT 10SM SCT030 BKN070 BKN250 28/19 A2987 RMK AO2 SLP113 T02830194 $
LGA,2026-08-18 17:51,KLGA 181751Z 06004KT 10SM BKN045 BKN055 BKN250 29/19 A2985 RMK AO2 SLP107 60000 T02940194 10294 20233 58011 $
LGA,2026-08-18 18:51,KLGA 181851Z 03004KT 10SM BKN047 BKN055 BKN250 29/19 A2984 RMK AO2 SLP105 T02890194 $
LGA,2026-08-18 19:51,KLGA 181951Z 36004KT 10SM BKN045 BKN090 BKN250 29/19 A2984 RMK AO2 SLP104 T02890194 $
LGA,2026-08-18 20:51,KLGA 182051Z 02005KT 10SM BKN049 BKN090 BKN250 29/19 A2985 RMK AO2 SLP109 VCSH S T02890194 53002 $
LGA,2026-08-18 21:51,KLGA 182151Z 35009KT 10SM BKN055 BKN095 BKN250 29/18 A2985 RMK AO2 SLP109 T02890178 $
LGA,2026-08-18 22:51,KLGA 182251Z 00000KT 10SM BKN055 BKN090 BKN250 28/19 A2985 RMK AO2 SLP109 T02830189 $
LGA,2026-08-18 23:51,KLGA 182351Z 13007KT 060V160 10SM SCT050 BKN090 BKN250 28/22 A2986 RMK AO2 SLP112 T02830217 10294 20272 53003 $
LGA,2026-08-19 00:51,KLGA 190051Z 19007KT 10SM FEW025 SCT050 BKN070 BKN250 26/22 A2988 RMK AO2 SLP118 T02610217 $
LGA,2026-08-19 01:51,KLGA 190151Z 00000KT 10SM FEW050 BKN075 BKN250 26/22 A2989 RMK AO2 SLP121 T02610217 $
LGA,2026-08-19 02:51,KLGA 190251Z 33005KT 10SM FEW050 SCT070 SCT250 27/15 A2988 RMK AO2 SLP120 T02670150 50008 $
LGA,2026-08-19 03:51,KLGA 190351Z 00000KT 10SM FEW070 SCT250 26/14 A2988 RMK AO2 SLP119 T02610144 $
LGA,2026-08-19 04:51,KLGA 190451Z 34003KT 10SM FEW050 FEW250 26/15 A2989 RMK AO2 SLP120 T02560150 402940222 $
LGA,2026-08-19 05:51,KLGA 190551Z VRB03KT 10SM SCT080 BKN250 25/16 A2988 RMK AO2 SLP119 T02500156 10283 20244 58001 $
LGA,2026-08-19 06:51,KLGA 190651Z 32003KT 10SM BKN080 BKN250 24/16 A2987 RMK AO2 SLP116 T02440161 $
LGA,2026-08-19 07:51,KLGA 190751Z 33004KT 10SM BKN080 BKN250 24/17 A2988 RMK AO2 SLP119 T02440167 $
LGA,2026-08-19 08:51,KLGA 190851Z 00000KT 10SM BKN080 BKN250 24/16 A2989 RMK AO2 SLP122 T02390156 53003 $
LGA,2026-08-19 09:51,KLGA 190951Z 00000KT 10SM SCT080 SCT250 23/16 A2989 RMK AO2 SLP122 T02330156 $
LGA,2026-08-19 10:51,KLGA 191051Z 04003KT 10SM SCT080 BKN250 23/17 A2990 RMK AO2 SLP125 T02330167 $
LGA,2026-08-19 11:51,KLGA 191151Z 03004KT 10SM FEW080 SCT250 24/17 A2990 RMK AO2 SLP125 T02440167 10250 20233 52003 $
LGA,2026-08-19 12:51,KLGA 191251Z 07004KT 10SM FEW080 SCT250 25/16 A2989 RMK AO2 SLP122 T02500161 $
LGA,2026-08-19 13:51,KLGA 191351Z 08003KT 10SM FEW250 26/15 A2990 RMK AO2 SLP123 T02610150 $
LGA,2026-08-19 14:51,KLGA 191451Z 13003KT 10SM FEW040 FEW250 27/15 A2989 RMK AO2 SLP121 T02720150 56004 $
LGA,2026-08-19 15:51,KLGA 191551Z VRB05KT 10SM FEW040 FEW250 28/15 A2988 RMK AO2 SLP119 T02830150 $
LGA,2026-08-19 16:51,KLGA 191651Z 25011G15KT 10SM SCT050 SCT250 29/14 A2988 RMK AO2 SLP117 T02940144 $
LGA,2026-08-19 17:51,KLGA 191751Z 26008KT 10SM SCT050 SCT250 30/14 A2987 RMK AO2 SLP114 T03000144 10306 20244 58007 $
LGA,2026-08-19 18:51,KLGA 191851Z 28011G16KT 10SM SCT065 BKN250 31/14 A2986 RMK AO2 SLP112 T03060139 $
LGA,2026-08-19 19:51,KLGA 191951Z 30010G17KT 10SM FEW065 FEW100 BKN250 31/13 A2986 RMK AO2 SLP110 T03060133 $
LGA,2026-08-19 20:51,KLGA 192051Z 32010KT 10SM FEW065 FEW150 BKN250 30/16 A2986 RMK AO2 SLP112 ACSL W T03000156 55001 $
LGA,2026-08-19 21:51,KLGA 192151Z 27008KT 10SM FEW065 FEW150 BKN250 31/14 A2987 RMK AO2 SLP116 T03060139 $
LGA,2026-08-19 22:51,KLGA 192251Z 26008KT 10SM FEW065 FEW200 BKN250 30/15 A2988 RMK AO2 SLP117 T03000150 $
LGA,2026-08-19 23:51,KLGA 192351Z 25009KT 10SM FEW060 FEW200 BKN250 29/16 A2988 RMK AO2 SLP119 T02890156 10311 20289 51007 $
LGA,2026-08-20 00:51,KLGA 200051Z 26007KT 10SM FEW200 BKN250 29/16 A2990 RMK AO2 SLP123 T02890156 $
LGA,2026-08-20 01:51,KLGA 200151Z 20006KT 10SM FEW200 BKN250 28/18 A2990 RMK AO2 SLP126 T02780178 $
LGA,2026-08-20 02:51,KLGA 200251Z 25010KT 10SM FEW200 BKN250 28/17 A2990 RMK AO2 SLP125 T02830167 50006 $
LGA,2026-08-20 03:51,KLGA 200351Z 28008KT 10SM FEW190 BKN250 27/17 A2991 RMK AO2 SLP128 T02720172 $
LGA,2026-08-20 04:51,KLGA 200451Z 30006KT 10SM FEW190 BKN250 26/18 A2992 RMK AO2 SLP131 T02610183 403110233 $
LGA,2026-08-20 05:51,KLGA 200551Z 30004KT 10SM FEW190 BKN250 26/18 A2993 RMK AO2 SLP134 T02560183 10289 20256 53009 $
